t_s,F_N,p_kPa,thickness_um,T_degC,V_V,I_A,soc,seg_type
8270.0,389.93005868693314,32.32954138421727,4978.002824112976,25.0,3.58,-0.0,0.2,rest
8271.0,390.4019818930342,32.36491532540994,4978.007480980893,25.0,3.58,-0.0,0.2,rest
8272.0,389.39063267595145,32.29041723525566,4978.014797852214,25.0,3.58,-0.0,0.2,rest
8273.0,392.5769857710906,32.52686005711782,4977.965270656561,25.0,3.58,-0.0,0.2,rest
8274.0,390.6404191838419,32.38382734695125,4977.972824172153,25.0,3.58,-0.0,0.2,rest
8275.0,388.9367849686276,32.25804888656501,4978.0497341109285,25.0,3.58,-0.0,0.2,rest
8276.0,389.20229821583393,32.278133201172885,4977.985828548344,25.0,3.58,-0.0,0.2,rest
8277.0,388.9022418184724,32.256323468034985,4977.920875608554,25.0,3.58,-0.0,0.2,rest
8278.0,390.08984467739214,32.34471071684386,4978.013951115322,25.0,3.58,-0.0,0.2,rest
8279.0,390.0490310743155,32.342104153653004,4977.942237725039,25.0,3.58,-0.0,0.2,rest
8280.0,490.7163340414226,39.79935807714243,4997.9680111641865,35.0,3.58,-0.0,0.2,rest
8281.0,490.3023288929229,39.769107695772064,4998.093717559716,35.0,3.58,-0.0,0.2,rest
8282.0,489.32033210281526,39.6967838594678,4998.074450957674,35.0,3.58,-0.0,0.2,rest
8283.0,489.5466692366387,39.71396623975102,4997.995870348057,35.0,3.58,-0.0,0.2,rest
8284.0,490.5765758663131,39.79067228639356,4997.958448620097,35.0,3.58,-0.0,0.2,rest
8285.0,490.7346797434645,39.80280035136774,4998.088343795406,35.0,3.58,-0.0,0.2,rest
8286.0,488.7180002076491,39.65383334871475,4997.86504296135,35.0,3.58,-0.0,0.2,rest
8287.0,489.4955356573515,39.71184523387789,4997.929198300603,35.0,3.58,-0.0,0.2,rest
8288.0,490.81350533423074,39.809889284017096,4997.971744191182,35.0,3.58,-0.0,0.2,rest
8289.0,489.3730977142265,39.70360908994271,4998.0254384921645,35.0,3.58,-0.0,0.2,rest
8290.0,490.11288152767565,39.7588245576056,4997.881724173781,35.0,3.58,-0.0,0.2,rest
8291.0,489.1454134728509,39.68757692391488,4997.974914541671,35.0,3.58,-0.0,0.2,rest
8292.0,491.1231474068766,39.834492400509376,4997.974349304699,35.0,3.58,-0.0,0.2,rest
8293.0,489.6884800834908,39.72863741359191,4998.074270885287,35.0,3.58,-0.0,0.2,rest
8294.0,489.54294576433256,39.718273760320926,4997.937415605722,35.0,3.58,-0.0,0.2,rest
8295.0,490.4603219763581,39.78664422047096,4998.175763716429,35.0,3.58,-0.0,0.2,rest
8296.0,489.8666654197758,39.7430863273908,4998.086512807975,35.0,3.58,-0.0,0.2,rest
8297.0,490.2945405880809,39.77519745096896,4997.98685754728,35.0,3.58,-0.0,0.2,rest
8298.0,491.2476926880642,39.84621797689365,4998.018373768955,35.0,3.58,-0.0,0.2,rest
8299.0,490.0226879574544,39.75589355240403,4997.996887714293,35.0,3.58,-0.0,0.2,rest
8300.0,490.1223596772147,39.76369330942332,4998.016723853009,35.0,3.58,-0.0,0.2,rest
8301.0,491.5417555723601,39.86925041276742,4997.936041981521,35.0,3.58,-0.0,0.2,rest
8302.0,489.89940552056345,39.748011520041736,4998.050386826718,35.0,3.58,-0.0,0.2,rest
8303.0,489.8515041238444,39.74487993509959,4998.043537119704,35.0,3.58,-0.0,0.2,rest
8304.0,490.9552457329008,39.82705523947414,4998.013871329948,35.0,3.58,-0.0,0.2,rest
8305.0,488.8334576324859,39.67030241722118,4998.075986144329,35.0,3.58,-0.0,0.2,rest
8306.0,491.23414584968464,39.84854784071739,4997.942722576469,35.0,3.58,-0.0,0.2,rest
8307.0,489.9015394516264,39.750252922342696,4997.958109798948,35.0,3.58,-0.0,0.2,rest
8308.0,489.3974999704421,39.71333333114386,4998.066849667125,35.0,3.58,-0.0,0.2,rest
8309.0,489.6027740697344,39.72895548664699,4998.007419040852,35.0,3.58,-0.0,0.2,rest
8310.0,489.3246979759384,39.70877392414359,4997.94568562798,35.0,3.58,-0.0,0.2,rest
8311.0,490.7426323379835,39.81422276577656,4998.065352818947,35.0,3.58,-0.0,0.2,rest
8312.0,489.44690286655685,39.7186594715968,4997.950357675547,35.0,3.58,-0.0,0.2,rest
8313.0,487.9721574339821,39.60983573585053,4998.080010155478,35.0,3.58,-0.0,0.2,rest
8314.0,489.3690923654897,39.713729064110346,4998.044298986746,35.0,3.58,-0.0,0.2,rest
8315.0,490.6854568225164,39.811654209075286,4998.0037248234285,35.0,3.58,-0.0,0.2,rest
8316.0,489.77098246401926,39.744332034371794,4998.053736463495,35.0,3.58,-0.0,0.2,rest
8317.0,489.3662525814994,39.7147687097407,4997.957236091989,35.0,3.58,-0.0,0.2,rest
8318.0,488.9348960711548,39.68323304230777,4997.971047056832,35.0,3.58,-0.0,0.2,rest
8319.0,491.1314315477939,39.84635604057733,4998.043907929163,35.0,3.58,-0.0,0.2,rest
8320.0,489.4254272329231,39.72040201725356,4997.977312180873,35.0,3.58,-0.0,0.2,rest
8321.0,490.5820904297926,39.8064974392439,4998.043607368259,35.0,3.58,-0.0,0.2,rest
8322.0,487.9979442218856,39.61549586828783,4998.032305104601,35.0,3.58,-0.0,0.2,rest
8323.0,489.6992735267889,39.74193692791029,4997.9796140132985,35.0,3.58,-0.0,0.2,rest
8324.0,489.1054278212934,39.69836502379952,4997.887537418303,35.0,3.58,-0.0,0.2,rest
8325.0,489.709131607093,39.7435004894143,4997.994076235387,35.0,3.58,-0.0,0.2,rest
8326.0,490.1307217472158,39.77514605534932,4998.053370916471,35.0,3.58,-0.0,0.2,rest
8327.0,489.5571220654411,39.73307385669934,4997.939440116164,35.0,3.58,-0.0,0.2,rest
8328.0,490.364233208804,39.79327653398548,4998.042505862794,35.0,3.58,-0.0,0.2,rest
8329.0,491.09969157324286,39.84817159801799,4997.9837842853785,35.0,3.58,-0.0,0.2,rest
8330.0,490.0839993616866,39.77335180456937,4997.946954509096,35.0,3.58,-0.0,0.2,rest
8331.0,488.8322310925124,39.68104489574166,4997.992276535944,35.0,3.58,-0.0,0.2,rest
8332.0,490.9548812325336,39.8386949061136,4997.912775448656,35.0,3.58,-0.0,0.2,rest
8333.0,489.2944676532596,39.71611797431552,4998.032774245586,35.0,3.58,-0.0,0.2,rest
8334.0,489.9700176639152,39.76657538251224,4998.104963222325,35.0,3.58,-0.0,0.2,rest
8335.0,491.0489609643026,39.84691377513353,4998.031883652097,35.0,3.58,-0.0,0.2,rest
8336.0,490.102599785746,39.77722961375897,4998.000279905976,35.0,3.58,-0.0,0.2,rest
8337.0,489.83565554059055,39.75787263263634,4997.957562187181,35.0,3.58,-0.0,0.2,rest
8338.0,489.776326828336,39.75389457987674,4997.978974537477,35.0,3.58,-0.0,0.2,rest
8339.0,488.7715207587267,39.67988116731309,4998.042858969324,35.0,3.58,-0.0,0.2,rest
8340.0,489.5682385538073,39.739313966948686,4998.028573361536,35.0,3.58,-0.0,0.2,rest
8341.0,488.7624249085692,39.680040733968085,4997.997646447426,35.0,3.58,-0.0,0.2,rest
8342.0,490.4170508476029,39.80302228500762,4998.042284867514,35.0,3.58,-0.0,0.2,rest
8343.0,489.5260206345795,39.73743671367256,4998.056100060703,35.0,3.58,-0.0,0.2,rest
8344.0,489.97951328224354,39.77144542831434,4997.9376158327295,35.0,3.58,-0.0,0.2,rest
8345.0,491.0292582910962,39.84962098452564,4998.0207089450405,35.0,3.58,-0.0,0.2,rest
8346.0,490.795579658808,39.83272812287466,4997.926576332336,35.0,3.58,-0.0,0.2,rest
8347.0,490.2909281135645,39.795763193597374,4997.98693906158,35.0,3.58,-0.0,0.2,rest
8348.0,490.8193496077677,39.835322193167976,4998.02939148839,35.0,3.58,-0.0,0.2,rest
8349.0,490.7011372511541,39.82698238897438,4998.067733306818,35.0,3.58,-0.0,0.2,rest
8350.0,489.9887451571872,39.77462927090276,4997.989773948898,35.0,3.58,-0.0,0.2,rest
8351.0,490.6247399937078,39.82215666620058,4997.971298374047,35.0,3.58,-0.0,0.2,rest
8352.0,491.3703418000336,39.87780309629878,4997.977004181166,35.0,3.58,-0.0,0.2,rest
8353.0,489.7334403576906,39.75696780427337,4998.02915267408,35.0,3.58,-0.0,0.2,rest
8354.0,490.2491735415878,39.79558692900651,4997.991622933099,35.0,3.58,-0.0,0.2,rest
8355.0,488.4196665593087,39.66048455994879,4997.975147858249,35.0,3.58,-0.0,0.2,rest
8356.0,489.1601340936917,39.71575067360679,4998.043288591332,35.0,3.58,-0.0,0.2,rest
8357.0,490.1066043501238,39.78627624815732,4997.965087341712,35.0,3.58,-0.0,0.2,rest
8358.0,489.5781322859725,39.747546835997966,4998.082045816647,35.0,3.58,-0.0,0.2,rest
8359.0,490.2265963093141,39.79599787476401,4998.000955507659,35.0,3.58,-0.0,0.2,rest
8360.0,489.7132089904261,39.75838585114267,4997.9138131878535,35.0,3.58,-0.0,0.2,rest
8361.0,489.81502613130687,39.76634452824496,4998.049963275079,35.0,3.58,-0.0,0.2,rest
8362.0,489.9430900573886,39.77624741165842,4998.02920054913,35.0,3.58,-0.0,0.2,rest
8363.0,489.3807350760736,39.735008153783234,4998.0013793787175,35.0,3.58,-0.0,0.2,rest
8364.0,490.6641806442923,39.83049486254016,4998.00960042461,35.0,3.58,-0.0,0.2,rest
8365.0,489.2797889042921,39.72836399291052,4998.005526389993,35.0,3.58,-0.0,0.2,rest
8366.0,490.04255600059423,39.78528192596994,4997.926829662953,35.0,3.58,-0.0,0.2,rest
8367.0,491.251548023489,39.87525355729548,4997.915238266963,35.0,3.58,-0.0,0.2,rest
8368.0,490.1227400480226,39.79205481837204,4997.992559025061,35.0,3.58,-0.0,0.2,rest
8369.0,489.3889248717624,39.73811480531573,4998.021668611798,35.0,3.58,-0.0,0.2,rest
8370.0,489.4857362241907,39.74570268327338,4997.936553142666,35.0,3.58,-0.0,0.2,rest
8371.0,490.5605230829227,39.82573319132761,4998.013956297704,35.0,3.58,-0.0,0.2,rest
8372.0,490.6639893726922,39.833814027606834,4997.995023666916,35.0,3.58,-0.0,0.2,rest
8373.0,489.3056832423586,39.7336154253599,4997.937063116573,35.0,3.58,-0.0,0.2,rest
8374.0,489.376394578663,39.739269968789856,4997.948964159322,35.0,3.58,-0.0,0.2,rest
8375.0,491.9771822310216,39.932337572668274,4997.958864029807,35.0,3.58,-0.0,0.2,rest
8376.0,489.1631300309316,39.72430592821716,4997.928109230679,35.0,3.58,-0.0,0.2,rest
8377.0,491.50119850642176,39.897912852327536,4997.992770271513,35.0,3.58,-0.0,0.2,rest
8378.0,490.1888195051332,39.8011162596395,4997.932306346661,35.0,3.58,-0.0,0.2,rest
8379.0,489.3652721071668,39.74052941534568,4998.039275842814,35.0,3.58,-0.0,0.2,rest
8380.0,489.7559573249255,39.76988572777226,4997.985853407674,35.0,3.58,-0.0,0.2,rest
8381.0,489.6453104774944,39.76210633166625,4997.994584598411,35.0,3.58,-0.0,0.2,rest
8382.0,489.6443781952676,39.7624539403902,4998.094641168628,35.0,3.58,-0.0,0.2,rest
8383.0,490.3710788527591,39.816700285389565,4997.948112554655,35.0,3.58,-0.0,0.2,rest
8384.0,488.3090526378304,39.66437426946892,4998.027078237188,35.0,3.58,-0.0,0.2,rest
8385.0,491.0492448085361,39.86776813396564,4997.934970727014,35.0,3.58,-0.0,0.2,rest
8386.0,490.449224358542,39.82373884137348,4997.981874134828,35.0,3.58,-0.0,0.2,rest
8387.0,489.19911978030206,39.731555168911264,4997.94283730283,35.0,3.58,-0.0,0.2,rest
8388.0,488.4419586864065,39.675885828622704,4997.961677375773,35.0,3.58,-0.0,0.2,rest
8389.0,491.671367231594,39.91551794308103,4998.045424539287,35.0,3.58,-0.0,0.2,rest
8390.0,488.4102355652866,39.67436930113234,4997.964181064788,35.0,3.58,-0.0,0.2,rest
8391.0,490.2986777382489,39.814670573203614,4997.929160412718,35.0,3.58,-0.0,0.2,rest
8392.0,490.547852902222,39.83354465942385,4997.9733555120365,35.0,3.58,-0.0,0.2,rest
8393.0,488.7963385249592,39.70421952036735,4997.994563139955,35.0,3.58,-0.0,0.2,rest
8394.0,491.18507861676414,39.88157989753808,4998.0030268195,35.0,3.58,-0.0,0.2,rest
8395.0,488.4536345814248,39.67966737640184,4998.001394114404,35.0,3.58,-0.0,0.2,rest
8396.0,488.22651780452486,39.66326057811296,4997.875398218344,35.0,3.58,-0.0,0.2,rest
8397.0,488.7360138538715,39.70141769287937,4997.998310456162,35.0,3.58,-0.0,0.2,rest
8398.0,489.1573188920849,39.73304214015443,4998.1263352321,35.0,3.58,-0.0,0.2,rest
8399.0,491.37301131422106,39.89758417142378,4997.990435520332,35.0,3.58,-0.0,0.2,rest
8400.0,488.76949885576425,39.70514806338995,4997.9831146159,35.0,3.58,-0.0,0.2,rest
8401.0,491.87168244272704,39.93535610686867,4998.023944987249,35.0,3.58,-0.0,0.2,rest
8402.0,490.1690126340488,39.80964908400361,4997.890901610485,35.0,3.58,-0.0,0.2,rest
8403.0,490.9894757653245,39.87084079743145,4997.957204697344,35.0,3.58,-0.0,0.2,rest
8404.0,490.5040838577574,39.83530250798203,4998.051229468392,35.0,3.58,-0.0,0.2,rest
8405.0,489.2354413286949,39.7417456539774,4998.016103902847,35.0,3.58,-0.0,0.2,rest
8406.0,489.68865993587406,39.775734069324,4997.958856954603,35.0,3.58,-0.0,0.2,rest
8407.0,490.44415222723694,39.83211312794348,4997.976830987164,35.0,3.58,-0.0,0.2,rest
8408.0,490.4077265905253,39.82983159929817,4997.95265913474,35.0,3.58,-0.0,0.2,rest
8409.0,491.9767276476048,39.94647056648925,4998.0349560794375,35.0,3.58,-0.0,0.2,rest
8410.0,489.07432649002686,39.73189455481681,4998.053236898187,35.0,3.58,-0.0,0.2,rest
8411.0,488.6405171341086,39.70017719511916,4997.924775398679,35.0,3.58,-0.0,0.2,rest
8412.0,488.7566192299065,39.709194017030114,4998.047163423542,35.0,3.58,-0.0,0.2,rest
8413.0,488.6597673562817,39.702436470835686,4997.976121113421,35.0,3.58,-0.0,0.2,rest
8414.0,489.801329804647,39.78741331886275,4998.031387760975,35.0,3.58,-0.0,0.2,rest
8415.0,490.3088154444778,39.82542151440576,4998.055737806231,35.0,3.58,-0.0,0.2,rest
8416.0,491.9298190206502,39.94591252004816,4998.000814200265,35.0,3.58,-0.0,0.2,rest
8417.0,490.0915022257405,39.81015757227708,4998.054620857367,35.0,3.58,-0.0,0.2,rest
8418.0,489.3630086230128,39.7566117498528,4997.992799794015,35.0,3.58,-0.0,0.2,rest
8419.0,490.1211524553661,39.813187218916006,4998.036179502869,35.0,3.58,-0.0,0.2,rest
8420.0,491.98519389523096,39.951681029276365,4997.974622648122,35.0,3.58,-0.0,0.2,rest
8421.0,489.47196737536257,39.765932768545376,4998.018612346479,35.0,3.58,-0.0,0.2,rest
8422.0,489.1068690706875,39.73930511634722,4998.019954665436,35.0,3.58,-0.0,0.2,rest
8423.0,490.4686321017334,39.84059311864692,4997.970418413162,35.0,3.58,-0.0,0.2,rest
8424.0,490.7104009967372,39.858918592350896,4997.948284185689,35.0,3.58,-0.0,0.2,rest
8425.0,490.7195185837171,39.86001063583089,4997.95401210805,35.0,3.58,-0.0,0.2,rest
8426.0,490.6109518368801,39.85238532125037,4998.0503220649625,35.0,3.58,-0.0,0.2,rest
8427.0,490.9934635082941,39.88113618579956,4997.976097070076,35.0,3.58,-0.0,0.2,rest
8428.0,491.82492009565175,39.94314222930754,4998.003142767858,35.0,3.58,-0.0,0.2,rest
8429.0,491.8457519908801,39.94510199932445,4998.106117385582,35.0,3.58,-0.0,0.2,rest
8430.0,491.0282567243696,39.884963461064416,4997.922661586335,35.0,3.58,-0.0,0.2,rest
8431.0,490.3809273091082,39.83742980067469,4997.946462104153,35.0,3.58,-0.0,0.2,rest
8432.0,489.1822554042842,39.749055955872905,4997.979693789466,35.0,3.58,-0.0,0.2,rest
8433.0,489.3699218301865,39.76337383927307,4997.999855453558,35.0,3.58,-0.0,0.2,rest
8434.0,488.6216776086854,39.70836500805077,4997.981949213415,35.0,3.58,-0.0,0.2,rest
8435.0,489.4212859838283,39.76801192472802,4998.0882713892415,35.0,3.58,-0.0,0.2,rest
8436.0,490.1500548651475,39.82241147149241,4997.965947144961,35.0,3.58,-0.0,0.2,rest
8437.0,490.8320571459224,39.87334682562389,4997.952623185213,35.0,3.58,-0.0,0.2,rest
8438.0,488.7939943212333,39.72279587564692,4998.014910632921,35.0,3.58,-0.0,0.2,rest
8439.0,491.35875773481786,39.91319501739392,4997.987817168224,35.0,3.58,-0.0,0.2,rest
8440.0,489.80133372161737,39.798246942342026,4997.988359233451,35.0,3.58,-0.0,0.2,rest
8441.0,488.1230216181848,39.67434419393961,4997.992503091121,35.0,3.58,-0.0,0.2,rest
8442.0,490.322255083554,39.83766704322623,4997.983416820532,35.0,3.58,-0.0,0.2,rest
8443.0,489.0562076245197,39.74430241663109,4998.035559837718,35.0,3.58,-0.0,0.2,rest
8444.0,489.1107644215598,39.74876032752295,4997.921446344735,35.0,3.58,-0.0,0.2,rest
8445.0,489.9172976527142,39.80892019649735,4998.114558137319,35.0,3.58,-0.0,0.2,rest
8446.0,488.8708086549012,39.73181915962231,4998.05399341585,35.0,3.58,-0.0,0.2,rest
8447.0,490.0377098288184,39.818672950282846,4998.025029423236,35.0,3.58,-0.0,0.2,rest
8448.0,490.1556704205712,39.82782743856083,4998.066534708592,35.0,3.58,-0.0,0.2,rest
8449.0,491.1027689113373,39.89839954898795,4997.970240701572,35.0,3.58,-0.0,0.2,rest
8450.0,489.0418810310785,39.74615785415397,4998.000970627341,35.0,3.58,-0.0,0.2,rest
8451.0,488.7660664937816,39.72614381435419,4998.059150465268,35.0,3.58,-0.0,0.2,rest
8452.0,492.5560509476306,40.00730007019487,4998.01243845328,35.0,3.58,-0.0,0.2,rest
8453.0,489.3618454918362,39.7711089253212,4998.0053485046965,35.0,3.58,-0.0,0.2,rest
8454.0,491.3203108022142,39.91659709646032,4998.039128803112,35.0,3.58,-0.0,0.2,rest
8455.0,489.84813910976135,39.80796400813047,4997.984240720242,35.0,3.58,-0.0,0.2,rest
8456.0,489.61630860540095,39.79120804484452,4997.941212200399,35.0,3.58,-0.0,0.2,rest
8457.0,492.1376810455978,39.97839304041465,4997.930378453581,35.0,3.58,-0.0,0.2,rest
8458.0,490.85133551039104,39.88352485262156,4997.994570135279,35.0,3.58,-0.0,0.2,rest
8459.0,489.5561431774714,39.78800134647936,4998.019855773985,35.0,3.58,-0.0,0.2,rest
8460.0,489.7491586782257,39.80271545764635,4997.932109745488,35.0,3.58,-0.0,0.2,rest
8461.0,490.7299994826325,39.87578699871352,4998.024980005604,35.0,3.58,-0.0,0.2,rest
8462.0,489.844957556668,39.810645004197625,4998.048524034366,35.0,3.58,-0.0,0.2,rest
8463.0,490.5416536565502,39.86266878937408,4998.077927725413,35.0,3.58,-0.0,0.2,rest
8464.0,489.6738700483119,39.79880518876384,4997.988239004135,35.0,3.58,-0.0,0.2,rest
8465.0,489.8555895613367,39.812682560099006,4997.925282979638,35.0,3.58,-0.0,0.2,rest
8466.0,490.2708016016868,39.84385567419902,4997.969950010638,35.0,3.58,-0.0,0.2,rest
8467.0,489.82828705758095,39.811493485746745,4997.918838827245,35.0,3.58,-0.0,0.2,rest
8468.0,488.64315501445566,39.72412259366339,4997.947080885204,35.0,3.58,-0.0,0.2,rest
8469.0,490.1113556167613,39.83329486050084,4997.94611959362,35.0,3.58,-0.0,0.2,rest
8470.0,489.0191197779744,39.752805168738846,4998.076593697138,35.0,3.58,-0.0,0.2,rest
8471.0,489.6096767460708,39.79696679600524,4997.94866422274,35.0,3.58,-0.0,0.2,rest
8472.0,489.5465020742072,39.79270385734868,4998.003434248522,35.0,3.58,-0.0,0.2,rest
8473.0,488.9405968221797,39.7482386534948,4998.0269179990455,35.0,3.58,-0.0,0.2,rest
8474.0,491.9054207899927,39.96827191036983,4997.949869493108,35.0,3.58,-0.0,0.2,rest
8475.0,488.48684106122926,39.71546044897995,4998.135207016999,35.0,3.58,-0.0,0.2,rest
8476.0,491.19054720720806,39.91615164497838,4997.971160663938,35.0,3.58,-0.0,0.2,rest
8477.0,488.7481041312802,39.73564660231705,4997.904275829124,35.0,3.58,-0.0,0.2,rest
8478.0,489.5037424536718,39.79203647804976,4997.9850123324,35.0,3.58,-0.0,0.2,rest
8479.0,490.8777294092789,39.89422995624288,4997.944496662843,35.0,3.58,-0.0,0.2,rest
8480.0,490.01559163572006,39.830784565608894,4997.986295763494,35.0,3.58,-0.0,0.2,rest
8481.0,490.2009650908336,39.844932599321005,4997.98251225056,35.0,3.58,-0.0,0.2,rest
8482.0,491.9020226430724,39.97135352911647,4998.041410074631,35.0,3.58,-0.0,0.2,rest
8483.0,490.65743746372726,39.87957870101683,4998.013781185287,35.0,3.58,-0.0,0.2,rest
8484.0,491.24876249548447,39.92379722188774,4998.125481710027,35.0,3.58,-0.0,0.2,rest
8485.0,490.2039559825994,39.84682081352589,4997.94374626353,35.0,3.58,-0.0,0.2,rest
8486.0,490.0749464454288,39.83768121817991,4998.082037804261,35.0,3.58,-0.0,0.2,rest
8487.0,490.041354449758,39.835609588870966,4998.106128833219,35.0,3.58,-0.0,0.2,rest
8488.0,491.6394247926639,39.95440183649362,4997.990790727256,35.0,3.58,-0.0,0.2,rest
8489.0,486.854833968292,39.60040436802164,4998.118570019341,35.0,3.58,-0.0,0.2,rest
8490.0,490.4039570768622,39.86371904273054,4998.045082628395,35.0,3.58,-0.0,0.2,rest
8491.0,490.5137834108841,39.87227099339883,4998.023682554845,35.0,3.58,-0.0,0.2,rest
8492.0,488.3111943926236,39.70953291797212,4998.099079563091,35.0,3.58,-0.0,0.2,rest
8493.0,490.23142731034216,39.85218906002535,4998.027857331566,35.0,3.58,-0.0,0.2,rest
8494.0,489.7591443835488,39.8176218061888,4997.978268654022,35.0,3.58,-0.0,0.2,rest
8495.0,489.03370655815104,39.76430233764082,4998.056533998464,35.0,3.58,-0.0,0.2,rest
8496.0,490.1959520877065,39.85081126575604,4997.997706628019,35.0,3.58,-0.0,0.2,rest
8497.0,488.85979345836927,39.75225321913846,4998.039964689366,35.0,3.58,-0.0,0.2,rest
8498.0,491.465465647222,39.94568264053496,4998.0416034603695,35.0,3.58,-0.0,0.2,rest
8499.0,488.7041079055838,39.741554289302506,4997.9583376881465,35.0,3.58,-0.0,0.2,rest
8500.0,488.792271216198,39.748501571570216,4998.013206484854,35.0,3.58,-0.0,0.2,rest
8501.0,489.5442561079154,39.80462082280855,4998.032571007192,35.0,3.58,-0.0,0.2,rest
8502.0,489.9701551233425,39.83658556469204,4997.953265817299,35.0,3.58,-0.0,0.2,rest
8503.0,490.6353278688855,39.88627428658411,4997.9085300735815,35.0,3.58,-0.0,0.2,rest
8504.0,490.28956327687655,39.86107876125011,4997.965741282368,35.0,3.58,-0.0,0.2,rest
8505.0,490.0574345544918,39.84430070774014,4998.0217651948215,35.0,3.58,-0.0,0.2,rest
8506.0,487.3921784898862,39.64729099925084,4998.033072573531,35.0,3.58,-0.0,0.2,rest
8507.0,489.5381810186365,39.8066708161953,4997.9996950507975,35.0,3.58,-0.0,0.2,rest
8508.0,489.8964562107144,39.83362638597884,4998.029924422006,35.0,3.58,-0.0,0.2,rest
8509.0,490.92932981863976,39.91055220878813,4998.035405002782,35.0,3.58,-0.0,0.2,rest
8510.0,488.9452863268547,39.76400269087813,4997.966166623385,35.0,3.58,-0.0,0.2,rest
8511.0,490.3744548141184,39.870283689934695,4998.00273441959,35.0,3.58,-0.0,0.2,rest
8512.0,489.5856800395348,39.81227259552109,4997.980258986491,35.0,3.58,-0.0,0.2,rest
8513.0,489.1812578276101,39.78273206130446,4998.0321001235225,35.0,3.58,-0.0,0.2,rest
8514.0,489.9605138017637,39.84087139272324,4998.057597626164,35.0,3.58,-0.0,0.2,rest
8515.0,489.7628528280073,39.82664650577832,4998.038418237722,35.0,3.58,-0.0,0.2,rest
8516.0,490.1116395772776,39.852899227946494,4997.973959291509,35.0,3.58,-0.0,0.2,rest
8517.0,489.9109894694532,39.8384529236632,4998.035304238464,35.0,3.58,-0.0,0.2,rest
8518.0,490.8798836868194,39.910639532357,4998.039802878415,35.0,3.58,-0.0,0.2,rest
8519.0,490.79525849658296,39.90478766641355,4997.936873230786,35.0,3.58,-0.0,0.2,rest
8520.0,488.91923473865785,39.76623961027095,4998.003603498195,35.0,3.58,-0.0,0.2,rest
8521.0,491.5030265106304,39.958048260046695,4997.966014455522,35.0,3.58,-0.0,0.2,rest
8522.0,491.365036280842,39.94824342821052,4998.019363432986,35.0,3.58,-0.0,0.2,rest
8523.0,490.8539565674791,39.91080233833179,4998.069090541686,35.0,3.58,-0.0,0.2,rest
8524.0,490.1841059321207,39.86160043941635,4997.963252677695,35.0,3.58,-0.0,0.2,rest
8525.0,491.9300818744763,39.99134865736862,4997.950450767388,35.0,3.58,-0.0,0.2,rest
8526.0,489.6327629036173,39.8215935484161,4997.919320173312,35.0,3.58,-0.0,0.2,rest
8527.0,490.25031575255787,39.86775487055984,4997.983186221863,35.0,3.58,-0.0,0.2,rest
8528.0,489.056276988094,39.7797242213403,4998.002259511155,35.0,3.58,-0.0,0.2,rest
8529.0,490.2015605569776,39.86497670792427,4998.093770386269,35.0,3.58,-0.0,0.2,rest
8530.0,491.19095277705856,39.93868168718952,4997.934827601026,35.0,3.58,-0.0,0.2,rest
8531.0,489.5904019903904,39.820539036325215,4998.006596277009,35.0,3.58,-0.0,0.2,rest
8532.0,490.818039611489,39.91189182307326,4998.034620017688,35.0,3.58,-0.0,0.2,rest
8533.0,489.0643185663448,39.78240322713665,4998.056411728564,35.0,3.58,-0.0,0.2,rest
8534.0,490.53327887537233,39.8916317685461,4997.958016290246,35.0,3.58,-0.0,0.2,rest
8535.0,491.6710723566719,39.97632943382755,4998.026748323873,35.0,3.58,-0.0,0.2,rest
8536.0,489.7761689255762,39.83638288337601,4997.922787006044,35.0,3.58,-0.0,0.2,rest
8537.0,489.9293291472568,39.84814475164865,4997.974241969911,35.0,3.58,-0.0,0.2,rest
8538.0,491.1250215933908,39.93713122914006,4998.028306799838,35.0,3.58,-0.0,0.2,rest
8539.0,491.0422943989784,39.93141995547988,4997.9650039784165,35.0,3.58,-0.0,0.2,rest
8540.0,489.9683901433544,39.85228815876699,4997.988051618871,35.0,3.58,-0.0,0.2,rest
8541.0,490.2601004495098,39.87431299625999,4998.0512948107325,35.0,3.58,-0.0,0.2,rest
8542.0,490.0607611996059,39.859963792563406,4997.955785546945,35.0,3.58,-0.0,0.2,rest
8543.0,490.9760238463853,39.92817769232484,4997.951679625563,35.0,3.58,-0.0,0.2,rest
8544.0,490.6784640073174,39.90655288943092,4997.955455963287,35.0,3.58,-0.0,0.2,rest
8545.0,490.3123887422082,39.8798528697932,4998.036846100487,35.0,3.58,-0.0,0.2,rest
8546.0,489.298619116197,39.80517549008867,4998.028313976487,35.0,3.58,-0.0,0.2,rest
8547.0,488.5313035891994,39.74875396957032,4997.946528976762,35.0,3.58,-0.0,0.2,rest
8548.0,488.13751513834353,39.720001121358784,4997.971027408068,35.0,3.58,-0.0,0.2,rest
8549.0,490.4432403966103,39.89121225160076,4997.99977336847,35.0,3.58,-0.0,0.2,rest
8550.0,493.0745770086185,40.08654274137915,4998.027100151952,35.0,3.58,-0.0,0.2,rest
8551.0,490.6424226595146,39.9067998266307,4998.032510146267,35.0,3.58,-0.0,0.2,rest
8552.0,490.9394048400211,39.929215173334896,4997.997964077951,35.0,3.58,-0.0,0.2,rest
8553.0,489.9670392435818,39.85760475878384,4997.983130201827,35.0,3.58,-0.0,0.2,rest
